label,tweet
fear,@BHD_58 @TheCebongers @MardaniAliSera @fadlizon @PKSejahtera @Gerindra Apa kaitan nya ganti presiden kaitan nya sama teroris
anticipation,Mulai tggal berapa ya
sadness,"Begitu tersadar bahwa kita menceritakan mereka bagaikan mantan pacar, kita tertawa menggerutu bersama, sebab mereka hanyalah sebatas mantan calon pacar."
anticipation,Pengacara Setya Novanto Mengaku Punya Bukti untuk Bongkar Borok KPK
anticipation,"Dengan misi menjadi partner perencanaan masa depan dan perlindungan yang terpercaya, BNI Life hadir di setiap tahapan kehidupan. Kami siap membantu di awal karir Anda, saat Anda bersiap menjadi orang tua, bahkan saat Anda merencanakan pensiun.\n\nBersama BNI Life, #SiapkanBekal masa depan Anda dan keluarga!"
anger,Dan diantara sebab2 orang yg nyinyir terhadap pemerintahan adalah: \n1.tak kebagian kuasa; \n2. pernah menikmati kuas…
trust,Coba bandingkan dengan Singapura baik persoalan represifnya pemerintahan maupun kebebasan mengemukakan pendapat.
joy,"Hormat kami...bisakah bu Susi P..stop / hentikan para TKI/ TKW untuk tidak lagi kerja di luar negeri / setidaknya mengurangi rakyat kita tuk tidak keeja disana..krn seriap waktu ada penyiksaan bahkan hukuman mati sekaligus..krn dilihat Potensi Negara kita tuk kedepannya semakin maju..bahkan negara yg terbesar masak harus rakyatnya kerja di luar negri ,,apa kg di negeri sendiri..smoga terlaksana keinginan ini bila menjabat sebagai wapres dlm mendampingi bpk Presiden kami bpk Ir H Jokowi..mks..wassalammukalaikum wr wb."
joy,"Natal yang penuh limpahan berkah dan cinta selayaknya memberikan inspirasi nyata bagi perbaikan keadaan lingkungan, kondisi rakyat... Tiada pengorbanan yang sia-sia, Tiada perjuangan mewujudkan tatanan sosial ekonomi budaya dan lingkungan yang lebih baik yang sia - sia\n\nEksekutif Daerah WALHI KALIMANTAN TENGAH mengucapkan Selamat Hari Natal 2017\\n\n\Bangkitkan, Organisasikan dan Mobilisasikan masyarakat untuk Kehidupan dan Lingkungan yang lebih baik\"
anger,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Udah bosan hidup bebas kali ya...minta ditangkap dan dipenjara..tunggu saja
anger,"Hallo @Gerindra , kadermu pengen kualat??"
trust,Bandung juga dong om aup
fear,"Min,,,kenapa saya ga bisa login ke akun saya pribadi saya..setiap login ditolak,,,email sama sandinya ga akurat..padahal tiap hari email sama sandi itu yg saya gunakan..malah saya di suruh bikin akun baru,,tolong min akun saya...Yan sofyan noerman kembaliin ke semula..saya ga mau bnyak akun...trims"
anticipation,"Deteksi Teroris, Polda Bali Optimalkan Peran Bhabinkamtibmas"
anticipation,Info lengkapnya do k.. Tanggal.. Dan waktu nta jam berapa?  Tempat ny dmn
joy,@4Y4NKZ @P3nj3l4j4h @TirtoID Woooooow produksi @PKSejahtera keren kereeeeeeen yak\n\n#KamiBersamaPolri\n#BersatuMelawanTeroris
trust,"@Kimochiii_ @detikcom itu lah karakter Polri yang sesungguhnya, ada masalah luar biasa seperti ini mereka tetap men…"
joy,Tetaplah berjuang demi kaum marhaen....\nIndonesia sejahtra diawali dr desa itu cita\ yg mulia
trust,Sudahkah kamu mengambil langkah yang terbaik untuk mereka?\n\n#PastiEquity #EquityLifeIndonesia #TipsKeuangan
anger,Kalo mau ganti presiden itu harus jelas siapa calonnya. Terus diadu program kerjanya. Ini koalisi belum ditentuin bisanya cuman buat kaos dan tagar
fear,"Aturan ini bisa disalahgunakan oleh kpu untuk menggugurkan calon yg di bidik ,,,dgn alasan mengada2 ,,,aturan bagis tapi gampang permainkan ,"
trust,"Info yang sangat bermanfaat, saya harap info dari Facebook ada di paling atas beranda saya."
anticipation,Ptc itu ya ?
anticipation,Kalo depok dimana yaa ngelamarnya
anger,"Gini ya, meskipun pelacur sekalipun gak ada kewenangan untuk laki-laki ngelecehin dia. Seorang pelacur melacur juga gak gratisan dan ada consent dari kedua belah pihak. This is why the worst enemy of feminim is women itself."
anger,@Gerindra @menristekdikti admin bertanya oada @prabowo: kenapa bayar admin yg bego kayak gini seh? cari admin yg bi…
anticipation,Ada menu ikan ga
sadness,"pelayan elegal udah gak berani melayan di laut kita,semua sudah di klola dgn baik oleh negara. pertayaan saya menggapa harga ikan kok mahal betul to buk untuk di konssumsi. From kukar kaltim indonesia."
joy,FB.menjelajah dunia.sangat penting ilmu yg di berikan.\nPokoke FB siip
joy,"Jauhi segala yang negatif & mantapkan diri dengan meningkatkan keimanan.\n\nSelamat menunaikan ibadah puasa Ramadhan 1439 H, Mates. #ichoosehappy"
trust,"Setuju sekali Pak, Indonesia Jaya!!! Happy Passover Pak Jonan, Gbu"
fear,Tolong saya mau tau kelanjutan pengajuan saya sampe mana ko gk ada kabar y..
trust,@sudirmansaid Sekarang saya dengar sudah dibuat E-KTP bagi Penganut Aliran Kepercayaan diluar 6 Agama Resmi. Tapi t…
anger,"[USERNAME] [USERNAME] [USERNAME] kalo gw sebagai cewek,tuk ngasih tau jg ke rang orang..nih cowok yg suka gampangin cewek,jd biar ciwi2 diluar sn yg baik2 waspada,kl yg emang suka digituin ya terserah ya,org biasa gak populer juga ada kok yg bikin sep"
sadness,Ingat masa lalu.
trust,Yeahh tv3 dah neutral. Yeke yeke?
fear,"[askMF] Masa aku baru pacaran kemarin, tp gaada saling kabar-kabaran lg dimana atau mau kemana. Chat nya jg random aja. Trs aku mau ngabarin dia jg kaya mikir 2x takut dia nya keganggu. Wajar ga sih?"
trust,Demokrat Resmi Dukung Edy-Ijeck di Pilkada Sumut
trust,"Para Ulama mendoakan, Semoga Gus Ipul-mbak Puti berhasil memimpin Jawa Timur\n#SedulurNgaji\n#SedulurNgajiKabLumajang\n@cakimiNOW\n@Gusipul_ID"
joy,Moga lancar lah...
joy,Selamat Hari Buruh! Hari ini adalah hari besar. Apa harapanmu?\n\nMari sejenak merenungkan perjuangan kaum buruh dan mengapresiasi kontribusinya dalam bisnis yang dijalani.\n\n#HariBuruh #LabourDay
sadness,"Kita tau, semua manusia pasti punya kelemahan, kekhilafan. Lantas apa yg membuat kita merasa jauh lbh suci hanya karena merasa jd korban, smtr kita lupa... bisa jd kita jauh lbh bangsat dari orang yg kita sebut biadab"
anticipation,Enak gak?
disgust,"Kalau dibandingkan dengan minum kencing onta, pintaran mana ketua dpp @PKSejahtera ?"
anger,[USERNAME] sianjiirrr......demen bgt bkin kontroversi!
trust,"@sudirmansaid Umat islam tidak diajarkan unt. menyakiti  sesama, apalagi membunuh.\nSyariat melarang kami melakukan…"
fear,"Jurus ASU kalahkan @prabowo utk pencapresan benar2 efektif, di dlm negeri ASU terus lakukan pencitraan, safari poli…"
anticipation,Pinjaman ke 3 saya kok lama cairnya ya?
anger,Pernyataan Amien Rais soal Partai Setan Tak Cerminkan Cara Berpolitik Sehat
trust,"Langkah Kuda Prabowo-Rizal Ramli Bakal Hentikan Jokowi Satu Periode, Ganti Presiden ! ..."
fear,Mau jalan kaki diluar kosan tapi takut kena jambret karena mau nenteng kamera dan handphone.... alhasil gabut dalem kamar sendirian dengan laptop dan kue basah pemberian kamar tetangga. #baladaanakdaerah
joy,"@fadlizon @Gerindra @prabowo belum bisa dijadikan tolak ukur, krn  simpatisan gerindra dominan menjadi follower nya, data realistis nya saja"
joy,\TERORIS\\nKami juga sedang di alami teror yg setiap kali bisa sewaktu\ meledak... teror bencana oleh orang\ yang tidak bertanggung jawab.. banjir bandang tanah longsor selalu menghantui kami warga lereng gunung slamet... \nTeror kecil sudah biasa kmi terima dg adanya air keruh yg sudah kurang lebih 2 tahun kami terima... ternak... ikan.. pertanian kami terteror lumpur yg setiap hari mengalir... andaikan pemerintah peduli...\nTolong... hentikan proyek PLTPB Baturane... Tolong...\n#save slamet
joy,"Kolaborasi dengan masyarakat juga diwujudkan dengan pembuatan Crisis Center, yaitu pusat-pusat krisis kebencanaan d…"
anger,[USERNAME] mana min jwban dari permasalahan sinyal di area pondok kelapa jaktim sdhkah ada jwban/saya harus gnti kartu.karna device sy 22ny pakai kartu 3
anger,"Kemerdekaan adalah hak segala bangsa ...( Kec Yahudi,Kurdi , Catalonia , Koptik ) sbgmn kita menutup mata terhadap Penjajahan Yaman dan Qatar.Artinya standart ganda ..."
trust,"Apapun ceritanya Tuhan menciptakan manusia yg damai lahir dari rahim, untuk hidup tumbuh,berkembang dan sampai akhir hayat dan wafat dengan damai oleh waktu, salam damai."
fear,"Apakah facebook saya bisa di perbaiki,,,,, saya belum verifikasi nomor hp saya jadi saya tidak bisa mengakses facebook saya"
trust,Salam perjuangan kawan ku Budiman
anger,dunia ini memang keras kalau menghadapinya dengan lembek ya tidak-usah hidup !
surprise,"It's hapenning!\nIn celebrating our 14th anniversary, we give you up to 50% discount for online purchase until 29 May!\n\nYes, beri kami antusias kalian karena akhirnya promo yang kalian tunggu-tunggu berlaku untuk transaksi online via screamous.com.\n\nJangan tunggu lebih lama untuk meluncur ke  web kami yang saat ini mempunyai tampilan baru!\n\nProgram ini hanya berlaku untuk pembelian lewat web. \nCek akun Instagram @screamous_store untuk mengetahui tata cara pembelian."
anticipation,Hampir habis masa jabatan pak @ganjarpranowo apa aja proyek yg udah dibangun untuk kab purworejo. Tolong lah daerah…
joy,"Hai CFC Lovers\n\nKamu pecinta kartun Doraemon?\nPas banget, CFC sekarang punya paket CFC Movie, dengan beli paket ini kamu sudah dapat 1 DVD Movie Doraemon\nAtau beli DVD nya saja juga bisa kok...\nWow banget gak sih?\n\nAyo dapatkan DVD nya... #cfc35tahun #cfcindonesia"
sadness,"Ikhlas itu berat, berat banget. Namun dengan tidak ikhlas kita malah akan disesaki oleh hal-hal yang tidak jelas, kita malah akan mengabaikan hal-hal baik yang seharusnya kita dapatkan. Kita malah tidak melihat hal-hal menarik yg seharusnya kita temukan, kami masih diam."
anger,dia ! emang'a apa kya a tahu ! masalah'a sih sepele tapi bisa bikin saya ngedown
joy,Selamat
anger,"[USERNAME] [USERNAME] tolong cek resi GK-82894911 no.pesanan: 18060412216Q2RM Barang belum dipickup tapi status sudah sampai dikirim, driver: Wari hp: [SENSITIVE-NO] tolong pickup ulang dan tindak driver yg nakal, terimakasih"
fear,"Sebenernya bos yang suka nanya karyawannya ""udah punya pacar mbak?"" sampe detail itu tuh tujuannya apa ya? Deg degan w jawabnya, takut ngaruh ke kerjaan w. Dulu di kantor lama juga gitu bosnya ._____."
fear,Jangan di Viralkan ntar OPOSISI yang biasa nyinyir kejang2 sakit jantung. Kalau sakit Hatinya memang sdh Kronis sulit untuk disembuhkan
sadness,"Berkumpul dengan temen-temen SMP, yes SMP. Yg pernah berjuang bersama 14 taun yg lalu. Udah jadi bapak dan calon bapak. Saya sih harusnya udah jadi calon bapak juga, kalau saja taun lalu, iya taun lalu, ah sudahlah haha."
trust,"Tidak hanya produk terbaik, kami juga ingin menghadirkan layanan terbaik bagi seluruh nasabah. Untuk itu, Email Center care@bni-life.co.id dan Call Center di 1-500-045 siap menjawab pertanyaan, permintaan dan keluhan Anda dengan senang hati. Sebagai bukti dedikasi kami, tahun ini E-Mail Center dan Call Center BNI Life kembali menerima penghargaan dari Contact Center Award 2018.\n\nBNI Life melindungi setulus hati, mensejahterakan kehidupan bangsa #ServiceExcellence"
anger,"[USERNAME] Namanya juga kerja a -_- harus profesional, kalo gak profesional mau makan apa neng? Cinta? Gak kenyang neng lebih suka makan daging apalagi yg bakarnya aa!"
sadness,"Walopun lebaran msh lama nuansa maaf memaafkan sdh menyebar kemana2 .Td ke ATM,Katanya Maaf saldo anda tdk mencukupi. Gw coba telfon tmn ,eh operator jg minta maaf. Katanya Maaf pulsa anda tdk cukup utk melakukan panggilan ini #recehkantwitter"
surprise,"@detikcom @SBYudhoyono Pensiunan mayor jd pres, merintah Pangab, Pang TNI jendral. Bgm bisa??"
joy,Pengacara Setya Novanto Ancam Bongkar Borok-borok KPK Ini di Antaranya
fear,"Roni Sudah PAHAM Yang GANGGU PT.TELKOM DIREKTUR MNC PLAY, Perindo Pernah Tujuan AMERIKA Tapi MODUS main Perempuan Di TEMBAK Beneran"
anger,@pdip_manggarai @RizmaWidiono @jokowi Orang panik ngk usah di gubris min..!!!
fear,min tolong di facebook lite sy kok tidak bisa siaran langsung? Dan kolom siaran langsungnya juga gak ada tolong lengkapi supaya di fb lite juga bisa siaran langsung
anticipation,Pak @saididu utk menyanggah pertanyaan bu Irma dari politikus nasdem dan juga anggota komisi 9 DPR ttg OutSourching…
anger,Pesan q jga tdak di balas...padahal penting bangetttt...payah shopee
anticipation,Ini Jurus Khofifah Perbaiki Pasar Tanpa APBD #EmilDardak
anticipation,"Grace Natalie kemudian membandingkan hasil temuan tim riset PSI, antara era kepemimpinan Susilo Bambang Yudhoyono (…"
trust,Gagasan @cakimiNOW ini sangat bagus. Ini dapat mjd terobosan deradikalisasi yang lebih afektif. Presiden @jokowi da…
sadness,"Intinya, ketika kamu yakin dgn semua seleksi yg bisa kamu lalui, igtt masih masih ada seleksi alam yg ga terduga ujiannya dan kita ga tau itu sulit atau mudah."
sadness,"Kecil aku dulu jaman orba, sering kalo lebaran gini diajak ibu kepasar beli baju yg aku suka pasti ga kebeli, ibu nawarnya mentok bgt biasalah ank banyak dan ekonomi tak menentu waktu itu."
anticipation,"Perpres TKA Jokowi Dituding Pro Asing, Grace Natalie Beberkan Hasil Temuan Tim Riset"
joy,@Yusrilihza_Mhd Khilafah yes
disgust,wah itu mah mitos...saya gk turun2 tuh...hehehe\nehh itu timbangan nya mimin yaa..sama gitu ma saya....wkwkwk
anger,"Peristiwa bom di sby pasti ada dalang nya , terkutuk lah yg menjadi dalang nya .\nTeroris bukan islam, islam bukan teroris ."
anger,"[USERNAME] [USERNAME] [USERNAME] Ganti presiden tp gak punya presiden cm. Preseden, sadar bro klo sebut ganti presiden pks mungkin nti fahri yg ganti"
trust,Olive oil dapat digunakan untuk mengobati kulit ruam atau kemerahan karena memiliki antioksidan yang berguna melucuti radikal bebas dan mengurangi peradangan yang mempengaruhi kerutan dan kekencangan kulit. \n\nMari jaga kesehatan dengan menggunakan bahan-bahan alami untuk tubuh.\n\n#LippoInsurance #LGI #CashPlus #HealthInsurance #MyHealthDuo #S!gap #GeneralInsurance #eBenefit #Medicare #GoldenCare #TravelInsurance #HomeCare #AutoProtection #BusinessCare #FeelFreeToExpress #SuperSelamat #SuperSakti #LivelyTips #HealthPlus #MarineCargoInsurance #AsuransiAneka #MiscellaneousInsurance\n\nwww.lippoinsurance.com\nwww.MyProtection.id
sadness,"Dikira sudah sampaj kampung halaman, nyatanya masih di pangumbaraan hehehehe @ Rm. Ikan Bakar Pangandaran Jl. Yos Sudarso [URL]"
anticipation,Kalo untuk jadi reseler bisa ga min?
trust,"@AryoDjojo Apabila Pemerintah Memiliki Renstra Pendidikan Yang Jelas, Nyata &amp; Berbukti, Maka Indonesia Akan Hasilka…"
trust,untuk kota lainya ditunggu update dari kita yaa :)
joy,-- itu tidak mengamuk atau yang lebih parah tidak mau pergi dengannya hari ini. \n\nBerhubung esok malam gadis itu ak…
trust,"Tambah lagi pembangunan pabrik LED,plts,PLTB agar bisa ekspor"
joy,iye giat belajar dlu \njgn mkirin pcaran terus gmne maok suksek heee
disgust,Kurang bertanggung jawab pihak shopee nya konsumen jelas ditipu di inbok email di live chat malah suruh tunggu sampai tanggal 10 juni ini pembeli kenapa bertele tele nyelesaikanya udah ada bukti penjual yg salah
trust,@manika_arbit @cakimiNOW @jokowidodo_1 @Jazilul_Fawaid @Hasto_66 @ZUL_Hasan Jelas nyata Pekerja Keras
anticipation,asslamualaiqu.\n\npa mhon pengarahan ny klo mau. mutasi motor bandung ke cianjur apa aj yang perlu di bwa da biaya\ berapa?
sadness,"[USERNAME] intinya mah lakukan perubahan di dunia nyata aja apapun hasilnya, daripada cuma sampaikan opini di socmed yang seringnya malah nimbulin pro kontra tanpa merubah keadaan yg ada"
joy,"Aku sih RINDU, kamu RINDU juga kan? \n#RinduJabarJuara1 #RinduJuaraDebat #jjonl1ne @ridwankamil"
anger,"@putrabanten80 @Bg_Andre29 @MRomahurmuziy Tenggelamkan bani nyinyir!! Yg waras jangan ngalah, biar makin merajalela…"
anticipation,Yg dpet hp xiomi lom diumumin ya
sadness,"[USERNAME] Iya bener kak. Waktu setahun skip minum obat itu, dia ikut saran keluarganya ke pengobatan alternatif (dukun). Makanya malah tambah parah. Dan pas balik ke RS Jiwa untuk berobat lagi, baru ketahuan kalau dia kena skizo"
fear,Tawuran suporter ini nih yg bikin penikmat bola awam macem i takut nonton langsung di stadion.
anticipation,klo lulus smk gabisa ?
joy,"@RKelimis @Wahediagusty85 @Gerindra Nah disinilah bedanya kaum anda &amp; kaum kami. Anda dikasih fakta, anda cuma bisa…"
anger,@ganjarpranowo DPUK wonosobo ko lamban sekali menangani bencana alam ya pak? Beda sama binamrga prov
anger,"Anda mengatakan tidak menjual data pribadi pengguna kepada siapapun, lalu bagaimana dengan data yang sudah bocor seperti yang terjadi beberapa bulan yang lalu?"
anticipation,Di Aceh tokonya di mn..??
fear,Klo kemaren2 sih aku emng gk pernh ngeplay video karena ya itu.. Takut gk bisa tidur.yg terakhir. Btw Semoga kita gk slh pilih jawaban aja buat voting selanjutnya.
joy,Jam kerja PNS sedikit berkurang selama menjalankan ibadah di Bulan Suci Ramadhan.\n\nNamun kinerja tetap menjadi prioritas dan tanggung jawab aparatur pemerintah dalam tugas dan fungsinya sebagai pelayan publik.\n\nHubungan vertikal kepada Sang Pencipta haruslah diimbangi dengan hubungan kepada sesama makhluk-Nya.\n\nSelamat menunaikan ibadah puasa 1439 H...
anticipation,"sy mau tanya, RS Bogor, yg ada asuransi bni life, RS apa aja"
anger,@fadlizon @Gerindra @prabowo Karep mu
joy,Gratis 3 bulan nonton di MNC Now hanya dengan membeli asuransi kecelakaan di Aplikasi Siaga. \nUnduh sekarang juga!
trust,"Biar mulut nggak bau selama #puasa, beberapa jenis makanan ini perlu ada dalam asupan #sahur kamu nih, B'Nerz.\n1. Jeruk. Kandungan vitamin C-nya ampuh melawan bakteri di mulut dan mengurangi racun dalam tubuh.\n2. Apel. Mengunyah apel akan merangsang produksi air liur lebih banyak. Jadi, nafas kita akan lebih segar deh.\n3. Sayuran hijau. Usus yang nggak bersih bisa bikin mulut jadi bau. Maka itu, perbanyak makan sayur berserat agar kebersihan saluran pencernaan terjaga.\n\n#Bhinneka #AsliBikinTenang"
fear,"udah hampir maghrib si bapak supir cerita klo feeling ngga enak bgt setelah aku carter, mimpi kecelakaan, gitu2. dan bener2 takut kejadian intinya aku ngga dijemput repotin klg jg malu masa pesen travel aja ga pinter"
anticipation,Maaf mau tanya cara memulihkan akun yang lupa email dan sandi bagaimana?
trust,Pengacara Yakin Setya Novanto Masih Di Jakarta: Beliau Bukan Pengecut
sadness,Sayang PDIP yg sdh mulai membaik skrg lihat hasil pemilu 2019 akan merosot \nKrn ulah kader yg asal ngomong pemerintahan jokowi spt oposisi \n\nApalagi skrg menjelang pilkada DKI menyerang dan memfitnah Ahok dan temen Ahok padahal beliau orang senior pdip bahkan pernah menjabat MKD\n\nSaya sdh 2 th mulai pilih dpip skrg tdk akan juga team BARA JP alias Relawan Jokowi se Indonesia
joy,Senang sekali ada yg baru fb portal remaja kira2 seusia 50-an boleh gak ya.....tapi krg2 ini usia dlm angka biasanye lewat aje deh ... Emang surganya...ber fb lancar aman nyaman enakeun we buat kita2 semuanya apalagi remaja...wah pada2 seneng...thx...
trust,Kebebasan berpendapat adalah hak yg paling hakiki yg harus dimiliki oleh seorang manusia... dan negara sudah mulai memberikan akses itu sampai kedesa2... tapi masih bnyak yg belum mrnyadarinya... namun semua perlu waktu dan proses.. tidak ada yg salah dg itu..
trust,mantaPPP.. Ketua PPP CakePPP
trust,"Pemilu 2019, Hanura Targetkan Masuk Lima Besar"
anger,"Kl ga kebukti ga perlu kabur tuh bangsat cabul, logika berpikir orang waras. Nah cabul imam pula dibela sampai mampus cm krn takut ga masuk surga lu? [URL]"
sadness,fb saya di hack.orang yang tdk bertanggu jawab dan no hp nya di ganti bagai mana cara mendapatkan nya kembali
trust,"@kompascom Kasih Prabowo digunakan dan bemper dan sarana ataupun unt mengebangkan gol dan partai tertentu, nantinya…"
joy,Semoga di era ibu. Wisata dan sport bahari kita maju. Adakah rencana ibu utk membuat bahari di Karimunjawa dan Mentawai lebih maju? Meski ibu bukan mentri pariwisata tp urusan ttg Bahari ibu Susi emang jagoannya. #sukses utk ibu Susi
fear,"Pertanyaan yg bakal ditanya nanti pas lebaran itu pasti begini ""galuh udah selesai? "" - Alhamdulillah udah bisa jawab. "" sekarang kerja dimana? "" - Alhamdulillah udah bisa jawab. "" kapan nikahnya? "" - Alhamdulillah, eum..itu..anu..eh.. ((JEDERRRRRRR))"
trust,"Jonan seirama dg pak Jkw,,serius bekerja tanpa pamrih yg penting u Indonesia"
anger,"Beli tong sampah made in jerman biar bisa setara sama negara2 eropa.apa hubungannya?toh itu cuma sekedar tong,sekedar wadah,gak mungkin bisa nyetarain bangsa ato masyarakat lewat tong sampah macem gitu."
sadness,"Gak butuh temen cewe yg pura2 butuh temen cowo yang ketika dichat jawabannya hanya ""oh"", ""iya"", ""haha"", dll. Apalagi cuma diread. "
trust,semangat terus Budiman Sudjatmiko...!
joy,Enak banget.
anger,"@NurAliPrayoga @Gerindra @prabowo Dear Admin, itu KELIRU dalam terjemahan potongan QS. Ar Ra’du Ayat (11) tersebut…"
sadness,Berita itu Hoax..
joy,"Setujuuuu,  inti masalah negri ini adalah ada nya partai yg bernama @PKSejahtera Dan @Gerindra"
anticipation,"Setelah pembangunan bandara Jenderal Besar Soedirman Wirasaba Purbalingga kemarin ditinjau oleh pak @jokowi, menuru…"
anticipation,"Penyakit jantung merupakan penyakit berbahaya yang dapat datang kapan saja dan menyerang siapapun. Hal ini disebabkan karena kurangnya olahraga dan pola makan yang tidak sehat. \n\nTapi, penyakit jantung dapat dicegah dengan melakukan kebiasaan-kebiasaan ini nih\n\n#MNCLifeTip"
joy,"#NoLimitJobs\nSelamat malam, NoLimit Indonesia kembali mengajak teman-teman untuk bergabung dengan kami. Berikut posisi yang tersedia saat ini:\n\n- Data Tagger\n\nKirimkan lamaran beserta dokumen terkait ke NoLimit Indonesia - Jl. Setra Indah Utara II No. 1A, Sukajadi, Bandung.\n\n#NoLimitIndonesia\n#SocialMediaMonitoring\n#SocialMediaAnalysis\n#LokerBDG\n#LokerBandung"
anticipation,"Ketua Umum Partai Solidaritas Indonesia (PSI) Grace Natalie, membeberkan hasil temuan tim riset partainya soal Perp…"
sadness,"Beliau bilang, jadwal uas terakhir keluar tgl 25 Mei. Cukup lama untuk kami berdua memiliki waktu protes. Tapi ya namanya mahasiswa tua, jangankan liat jadwal uas, kekampus aja boro2 tiap hari :) Kami diam. Sebelumnya sudah saya singgung mengenai 'jadwal ujian final' pada beliau"
anger,@bangsa_patriot @king5afir @psi_id Partai alay dan joken ya
anger,"@AlFarruq17 @GarisPutihku @Gerindra @prabowo Ach basi ... bisa nya cuma nuntut, mau enak nya doang... sdh kerja...…"
anticipation,Kalau cfc boks harganya berapa min?
anger,@kujisa @SBYudhoyono Jadi Pak @hanifdhakiri Jangan Jangan Menutup Matalah Dengan TKA Asing Non Skill..Silahkan Date…
disgust,"Kikkiikiii....itu PPP yg dulu pk masih membela rakyat nya masih membela agama nya,kl sekarang....tau ah gelap??"
sadness,"Iya e mas aku cuma mentingin ngaji dan ngejar khataman dulu. Ndak bisa tiap waktu ngabarin halo kamu lagi ngapain. Kalo cuma jadi bahan biar kuat merasa tersakiti banget mah,mas ngapain dulu mau sama aku ehe"
joy,Mantap gus romi lanjutkan agar bisa pengganti presiden .. sgt mndukung jd pemimpin yg agama kuat dan kepribadian yg bisa di hargai masyarakat...dan berwibawa
trust,"Kartini memperjuangkan kebebasannya untuk mendapatkan jati diri perempuan, sebagaimana laki-laki juga sekaligus teg…"
anger,"Oke an ini buat pertama dan yang terakhir kalinya pergi kehotel gak pakai mandi pakai sendal jepit dan udah macam gembel, udah sampai hotel disuruh naik tangga,dan keselnya ada lift disana kenapa disuruh naik tangga?? Untung lagi puasa ini mbak mbak"
disgust,"@Gerindra Maksudnya, acaranya belum selesai (selesai jam 22.00) , tapi berita terbitnya jam 17.11. bukan aneh, tapi ngawur"
joy,@PBB2019 @mbahliem24 @Yusrilihza_Mhd Mantaap
joy,Lawan Radikalisme &amp; Terorisme...@cakimiNOW @Adung65A @GPAnsor_Satu ...@nu_online
fear,facebook gimana cara agar saya mendapatkan akun saya kembali..no hp saya sudah tidak aktif dan tidak punya akses kesini lagi
anticipation,halo resto hisana fried chicken bagaimana cara melamar di tempat anda dan lowongan apa yg tersedia di tempat anda
disgust,@Gerindra @prabowo Saya sangat tidak setuju jika p prabowo slalu dsandingkan dg p jokowi...itu murahan...smoga ini…
sadness,Bantu fb saya yg di tutup oleh pihak Facebook sendiri
anticipation,Di inbox w banyak min....\n Biasa pada kbanyakan makan micin jadi  bgitu berita hoax di percyaa\n Kalo w sih nunggu info valid kya bgini \nKan jadi nya tenang dan aman
anger,"Kesel sekesel keselnya soal kasis Via Vallen. Kenapa dia yg berani speak up malah dihujat? Yg ikut menghujat sesama perempuan pula! Sedih rasanya kok ya cewek2 ini nyuruh si via vallen diem aja. Ini pelecehan loh, harus dilaporin ke polisi kalo perlu!"
fear,"Harusnya dimuat pakai kendaraan mobil bok agar tdk tercecer, kita berbaik sangka saja untuk apa jutaan KTP tsb. Atau mngkn memang eKTP warga yg sdh jadi dan maj didistribusikan. Tpi koq diangkut pakai mobil truk ya dan salah satu KTP berasal dr"
sadness,"Kadang saya rindu. Rindu ketika awal kita berkenalan, rindu ketika kamu selalu ada waktu, dan rindu canda tawa yg kita ciptakan pd setiap chat. Ya lord"
sadness,"Oh ya, sebelum gue cerita ke si Alda, dia udah bilang kalo mau dengerin cerita gue. Jangan khawatir sendirian. Dan yang gue dapetin, setelah gue cerita panjang lebar sampe DM nggak muat, dia bales dengan pertanyaan lagi, itupun singkat dan bikin gue merasa tersudut."
anger,@Azael152 @psi_id urusin aja partai yg jelas jelas dah nyuri uang rakyat
trust,"Kejadian tak terduga bisa terjadi kapan saja, di mana saja: saat berangkat kerja, atau bahkan saat bepergian ke mancanegara. Bersama BNI Life, tak perlu khawatir, program yang kami berikan mencakup perlindungan di seluruh dunia. Anda tetap bisa mengajukan klaim dengan proses reimburse meski risiko tidak terjadi di Indonesia.\n\nIngin tahu info lengkap perlindungan dari BNI Life? Hubungi contact center kami di 1-500-045, email care@bni-life.co.id, atau klik ke bni-life.co.id. #TanyaBNILife"
sadness,"Belum 3 bulan aing pusing gegara skripsi, lah ini udah kudu mikir proposal lagi. Ingin liburan, tp barusan aja balik dari liburan. Ga boleh sambat, tp gapapa kalau di twitter."
anger,"[USERNAME] Sy sudah menghubungi halo bca 1500888 dan tekan 1, 1, dan 0. Saya sdh melakukan itu sampai 10X sampai pulsa sy habis. Dan jawaban nya selalu maaf operator kami sedang sibuk. Gimana mau cek status sy"
sadness,Selamat Pagi..\nMohon maaf Kami tidak menjalankan sistem Franchise untuk saat ini dan kedepan \nTerima kasih
anger,"Gini mas,saya pertama daftar FB pake no hp,terus saya tambahin email sekarang saya mau hapus email lagi biar cuma bisa log in lewat no hp,pertanyaan saya kenapa cuma bisa edit dan gak bisa hapus email?"
anticipation,Bisa dine in min?
sadness,Ahhhhhh. Kenapa nasi uduk sih Min. Kan nasi uduk udah pernah 2 bulan kemarin. Kenapa nggak peri peri n sicuan. Biasanya kan yg model baru.ah ga seru nih. Wkakakaka.
sadness,Sempet klik trus suruh jawab pertanyaan2 dan akhirnya aku keluar aja tuh Dr link nya ...
joy,hallo  sudah nyambung bung
