tweet,label,processed
"tempat ini sekarang buka di banyak cabang . selalu ramai dikunjungi anak muda . tempat hits - nya anak bandung . sebenarnya untuk menu nya biasa saja , hanya mi dan roti . tapi bisa jadi hits ya .",positive,"['buka', 'cabang', 'ramai', 'dikunjungi', 'anak-anak', 'muda', 'hits', 'anak-anak', 'bandung', 'menu', 'mi', 'roti', 'hits']"
bagus . aku dukung . musnahkan fpi . usir dari indonesia . hilang nya fpi indonesia akan damai sejahtera seperti dulu lagi . hangus kan dari bumi indonesia . di daerah ku jateng haram fpi masuk . anti fpi anti isis .,negative,"['bagus', 'dukung', 'musnahkan', 'fpi', 'usir', 'indonesia', 'hilang', 'fpi', 'indonesia', 'damai', 'sejahtera', 'hangus', 'bumi', 'indonesia', 'daerah', 'ku', 'jateng', 'haram', 'fpi', 'masuk', 'anti', 'fpi', 'anti', 'isis']"
"momen tak terlupakan gus dur , ditertawai megawati usai buka amplop salam tempel",neutral,"['momen', 'terlupakan', 'gus', 'dur', 'ditertawai', 'megawati', 'buka', 'amplop', 'salam', 'tempel']"
spagheti yang enak dan suka-suka yang enak banget . sangat cocok di makan di tempat yang dingin . tempat yang indah di malam hari dengan pemandangan lampu-lampu kota bandung .,positive,"['spagheti', 'enak', 'sukasuka', 'enak', 'banget', 'cocok', 'makan', 'dingin-dingin', 'indah', 'malam', 'pemandangan', 'lampulampu', 'kota', 'bandung']"
"nasi goreng bistik aa dengan rasanya yang nikmat banget . buat kamu pecinta nasi goreng . ini layak dicoba , rasanya bikin ketagihan dan ketagihan lagi . waktu pesan juga banyak yang mengantre , memang top ini nasi goreng . apa lagi dekat rumah saya jadi saya bisa tiap hari coba nasi goreng ini . nikmat banget deh !",positive,"['nasi', 'goreng', 'bistik', 'aa', 'nikmat', 'banget', 'pecinta', 'nasi', 'goreng', 'layak', 'dicoba', 'ketagihan', 'ketagihan', 'pesan', 'mengantre', 'top', 'nasi', 'goreng', 'apa-apa', 'rumah', 'coba', 'nasi', 'goreng', 'nikmat', 'banget', 'deh']"
"kalau anda berniat ke sini , perhatikan waktu tempuh dan hari nya . jangan ke sini ketika liburan , sebab akses jalan ke sini sangat ramai . lokasi nya bagus dengan pemandangan yang oke . menu makanan variatif , hanya saja waktu memasak nya sangat lama . sambil menunggu , anda bisa mengajak anak-anak untuk memetik stroberi dibeli seharga 75k / kilo , atau bisa juga main di area bermain anak .",positive,"['berniat', 'perhatikan', 'tempuh', 'jangan-jangan', 'liburan', 'akses', 'jalan', 'ramai', 'lokasi', 'bagus', 'pemandangan', 'oke', 'menu', 'makanan', 'variatif', 'memasak', 'menunggu', 'mengajak', 'anakanak', 'memetik', 'stroberi', 'dibeli', 'seharga', 'kilo', 'main', 'area', 'bermain', 'anak-anak']"
adit omong nya tong kosong nyaring bunyi nya bacot tidak berbobot,negative,"['adit', 'omong', 'tong', 'kosong', 'nyaring', 'bunyi', 'bacot', 'tidak', 'berbobot']"
"rasa lontong kare kebon karet yang lezat dengan harga yang relatif terjangkau rp 18 ribu per porsi . porsi pas untuk 1 orang . dari pertigaan jalan cicendo - kebon kawung , belok ke kiri sedikit , di tikungan ada gedung gubenuran , belok kanan sedikit sebelum rel kereta api / jalan kebon jukut , gang kebon karet ada di sisi kiri jalan di seberang hotel swissbell .",positive,"['lontong', 'kare', 'kebon', 'karet', 'lezat', 'harga', 'relatif', 'terjangkau', 'rp', 'ribu', 'porsi', 'porsi', 'pas', 'orang-orang', 'pertigaan', 'jalan', 'cicendo', 'kebon', 'kawung', 'belok', 'kiri', 'tikungan', 'gedung', 'gubenuran', 'belok', 'kanan', 'rel', 'kereta', 'api', 'jalan', 'kebon', 'jukut', 'gang', 'kebon', 'karet', 'sisi', 'kiri', 'jalan', 'seberang', 'hotel', 'swissbell']"
"tempat nya tidak jauh dari kampus itb , ya bisa dibilang bersebelahanlah . suasana nya asik romantis , cocok untuk rapat kecil , makan malam . menu yang saya suka pesan biasanya yang pizza gitu deh . tempat yang pas buat santai",positive,"['tidak', 'kampus', 'itb', 'dibilang', 'bersebelahanlah', 'suasana', 'asik', 'romantis', 'cocok', 'rapat', 'kecil-kecil', 'makan', 'malam', 'menu', 'suka', 'pesan', 'pizza', 'deh', 'pas', 'santai']"
"ada yang bilang saya pilih jokowi bukan karena tidak suka sama prabowo , tapi karena anak nya jokowi bisa dibulan",negative,"['bilang-bilang', 'pilih', 'jokowi', 'bukan', 'tidak', 'suka', 'prabowo', 'anak-anak', 'jokowi', 'dibulan']"
lgbt harus di musnahkan dan jangan sampai di bebaskan di indonesia karena lgbt bukan penyakit gen tetapi penyakit menular jadi jangan di biarkan lgbt terus bertambah di indonesia,negative,"['lgbt', 'musnahkan', 'jangan-jangan', 'bebaskan', 'indonesia', 'lgbt', 'bukan', 'penyakit', 'gen', 'penyakit', 'menular', 'jangan-jangan', 'biarkan', 'lgbt', 'bertambah', 'indonesia']"
saya tidak kecewa dengan jokowi,positive,"['tidak', 'kecewa', 'jokowi']"
"saya tidak pernah takut soal kebenaran dalam kristen . saya berkata benar , islam memang agama binatang .",negative,"['tidak', 'takut', 'kebenaran', 'kristen', 'benar-benar', 'islam', 'agama', 'binatang']"
makan ala parasmanan pakai piring seng dan cangkir kaleng merupakan suatu sensasi makan serasa kampung di tengah kota,positive,"['makan', 'ala', 'parasmanan', 'pakai', 'piring', 'seng', 'cangkir', 'kaleng', 'sensasi', 'makan', 'serasa', 'kampung', 'kota']"
"membayangkan suasana tahun 1920an saat menir dan sinyi belanda dan amtenar bercengkrama di sini , dengan menikmati hidangan makanan dan minuman yang beberapa masih dapat dinikmati hingga kini",positive,"['membayangkan', 'suasana', 'tahun-tahun', 'an', 'menir', 'sinyi', 'belanda', 'amtenar', 'bercengkrama', 'menikmati', 'hidangan', 'makanan', 'minuman', 'dinikmati']"
saya pakai bca malah rugi dan tidak untung,negative,"['pakai', 'baca', 'rugi', 'tidak', 'untung']"
di sini ribu mata nya enak . bumbu nya tidak ada dua nya . lava cabe nya kurang meleleh . pasta nya juga cukup enak . pilihan bir nya banyak . suasana cafe nya juga nyaman .,positive,"['ribu', 'mata', 'enak', 'bumbu', 'tidak', 'lava', 'cabe', 'meleleh', 'pasta', 'enak', 'pilihan', 'bir', 'suasana', 'cafe', 'nyaman']"
"mengunjungi tempat ini untuk istirahat setelah cape macet di perjalanan , makanan oke , tapi kue-kue nya mantap , jadi terbayarkan .",positive,"['mengunjungi', 'istirahat', 'capek', 'macet', 'perjalanan', 'makanan', 'oke', 'kuekue', 'mantap', 'terbayarkan']"
"bagi kalian yang sedang berlibur di bandung , batagor kingsley ini bisa jadi pilihan wisata kuliner . terletak di sekitar rumah sakit bungsu sejajar dengan prima rasa , tempat ini selalu ramai oleh pengunjung , terutama di saat liburan . pilihan menu nya bukan hanya batagor , ada bakso , bakso tahu , dll. satu porsi batagor harga nya 35 ribu . harga nya cukup mahal menurut saya . terlalu mahal bahkan .",positive,"['berlibur', 'bandung', 'batagor', 'kingsley', 'pilihan', 'wisata', 'kuliner', 'terletak', 'rumah', 'sakit', 'bungsu', 'sejajar', 'prima', 'ramai', 'pengunjung', 'liburan', 'pilihan', 'menu', 'bukan', 'batagor', 'bakso', 'bakso', 'dll', 'porsi', 'batagor', 'harga', 'ribu', 'harga', 'mahal', 'mahal']"
santap siang kami sekeluarga hilang selara makan karena ternyata makanan yang kami pesan paket 500 ribuan untuk 6 orang ternyata lauk nya tidak segar dan seperti hanya dihangatkan kembali . lauk pun menjadi keras ikan udang . lagi-lagi perjalanan yang tidak sebanding dengan jarak yang kami tempuh dari bandung untuk sampai di sini . kecewa dengan menu yang ditawarkan dan harga yang lumayan mahal .,negative,"['santap', 'siang', 'sekeluarga', 'hilang', 'selara', 'makan', 'makanan', 'pesan', 'paket', 'ribuan', 'orang-orang', 'lauk', 'tidak', 'segar', 'dihangatkan', 'lauk', 'keras', 'ikan', 'udang', 'lagilagi', 'perjalanan', 'tidak', 'sebanding', 'jarak', 'tempuh', 'bandung', 'kecewa', 'menu', 'ditawarkan', 'harga', 'lumayan', 'mahal']"
"waspada ya twifpi , tetap jaga persatuan dan kesatuan . kita bikin proyek mereka gagal .",negative,"['waspada', 'twifpi', 'jaga', 'persatuan', 'kesatuan', 'proyek', 'gagal']"
"hnks kak , tolong lain kali telepon genggam nya dipres plastik ya kelihatan telepon genggam baru . ini telepon genggam nya kayak seken tidak ada plastik nya untuk kemasan dibuka nya",negative,"['hnks', 'kak', 'tolong', 'kali', 'telepon', 'genggam', 'dipres', 'plastik', 'telepon', 'genggam', 'telepon', 'genggam', 'kayak', 'seken', 'tidak', 'plastik', 'kemasan', 'dibuka']"
mau marah dengan indosat sumpah,negative,"['marah', 'indosat', 'sumpah']"
restoran ini terletak dekat dengan tol pasteur akses ke tol padaleunyi - jakarta makanan yang disajikan didominasi masakan sunda terdapat paket untuk makan sekeluarga dari 4 orang hingga 8 orang dengan harga yang bersahabat rasa masakan nya juga sangat enak bagi pecinta masakan sunda,positive,"['restoran', 'terletak', 'tol', 'pasteur', 'akses', 'tol', 'padaleunyi', 'jakarta', 'makanan', 'disajikan', 'didominasi', 'masakan', 'sunda', 'paket', 'makan', 'sekeluarga', 'orang-orang', 'orang-orang', 'harga', 'bersahabat', 'masakan', 'enak', 'pecinta', 'masakan', 'sunda']"
"makanan di waroeng le cordon benar-benar juara banget enakanyaa terutama sosis dan kentang nya yang beda dari yang lain . terima kasih juga buat pelayanan nya yang super duper cepat , ramah , lalu pemandangan di le cordon juga amazing sekali benar-benar oke pokok nya kami semua tidak menyesal buat mampir lagi ke waroeng le cordon . ditunggu di liburan yang akan datang !",positive,"['makanan', 'waroeng', 'cordon', 'benarbenar', 'juara', 'banget', 'enakanyaa', 'sosis', 'kentang', 'beda', 'terima', 'kasih', 'pelayanan', 'super', 'duper', 'cepat', 'ramah', 'pemandangan', 'cordon', 'amazing', 'benarbenar', 'oke', 'pokok', 'tidak', 'menyesal', 'mampir', 'waroeng', 'cordon', 'ditunggu', 'liburan']"
kami sekeluarga mampir di parit sea makanan . pesan kepiting pedas ala chili crab sungapore enaklah juga pesan udang gala bakar dan gurame goreng . semuanya oke enak .,positive,"['sekeluarga', 'mampir', 'parit', 'sea', 'makanan', 'pesan', 'kepiting', 'pedas', 'ala', 'chili', 'crab', 'sungapore', 'enaklah', 'pesan', 'udang', 'gala', 'bakar', 'gurame', 'goreng', 'oke', 'enak']"
"kafe di sini pemandangan nya bagus , kafe nya berada dilantai atas , banyak terdapat karya art mahasiswa / dosen yang di pamerkan . karena terdapat ruang pameran art dan lukisan juga konter handicraft seperti cangkir , kaos , dan benda benda unik hasil karya tangan anak bandung dan lainnya . juara nya terdapat balkon yang menghadap panorama kota bandung . jadi konsep kafe nuansa alam di sana baik sekali .",positive,"['kafe', 'pemandangan', 'bagus', 'kafe', 'dilantai', 'karya-karya', 'art', 'mahasiswa', 'dosen', 'pamerkan', 'ruang', 'pameran', 'art', 'lukisan', 'konter', 'handicraft', 'cangkir', 'kaos', 'benda', 'benda', 'unik', 'hasil', 'karya-karya', 'tangan', 'anak-anak', 'bandung', 'juara', 'balkon', 'menghadap', 'panorama', 'kota', 'bandung', 'konsep', 'kafe', 'nuansa', 'alam']"
tangkap musnahkan . abu dajjal . karena sudah membuat persaudaraan nu pecah .,negative,"['tangkap', 'musnahkan', 'abu', 'dajjal', 'persaudaraan', 'nu', 'pecah']"
"yang terhormat gojek , saya order barang via dari jam 10 pagi pakai layanan gosend samedays belum sampai karena dibatalkan sepihak oleh driver , mending tidak usah bilang sameday 7 jamlah kalau begitu .",negative,"['terhormat', 'gojek', 'order', 'barang', 'via', 'jam', 'pagi', 'pakai', 'layanan', 'gosend', 'samedays', 'belum', 'dibatalkan', 'driver', 'mending', 'tidak', 'bilang-bilang', 'sameday', 'jamlah']"
"terletak di daerah perbukitan sehingga udara dan pemandangan nya sangat nyaman , di samping itu terdapat berbagai pilihan menu makanan dari yang ala sunda , steak maupun pasta juga ada .",positive,"['terletak', 'daerah', 'perbukitan', 'udara', 'pemandangan', 'nyaman', 'samping', 'pilihan', 'menu', 'makanan', 'ala', 'sunda', 'steak', 'pasta']"
"di kopitiam oey braga ini kita dapat secara langsung melihat proses pengilingan biji kopi hingga menjadi bubuk kopi dan kita dapat memilih beberapa jenis kopi dengan aroma dan rasa yang berbeda , sangat cocok untuk oleh-oleh .",positive,"['kopitiam', 'oey', 'braga', 'langsung', 'proses', 'pengilingan', 'biji', 'kopi', 'bubuk', 'kopi', 'memilih', 'jenis', 'kopi', 'aroma', 'berbeda', 'cocok', 'oleholeh']"
"salah satu restoran padang yang enak , menu nya banyak , rasanya juga enak , harga nya standar restoran . sekarang sudah tutup , entah pindah atau renovasi deh .",positive,"['salah', 'restoran', 'padang', 'enak', 'menu', 'enak', 'harga', 'standar', 'restoran', 'tutup', 'pindah', 'renovasi', 'deh']"
suka kesal sama orang-orang yang koar-koar menganggur tidak dapat kerja padahal lulusan s2 ujung-ujung menyalahkan pemerintah . s2 mindset sempit .,negative,"['suka', 'kesal', 'orangorang', 'koarkoar', 'menganggur', 'tidak', 'kerja', 'lulusan', 'ujungujung', 'menyalahkan', 'pemerintah', 'mindset', 'sempit']"
"sudah beberapa kali ke sini , makanan lumayan enak , saung-saung nya juga membuat suasana makan dan bersantai jadi nikmat , ditambah dengan suara sungai kecil menambah suasana jadi bertambah alami . dianjurkan datang ke sini malam hari karena lebih indah . kalau hari besar datanglah lebih awal karena biasanya ada menunggu lift nya .",positive,"['kali', 'makanan', 'lumayan', 'enak', 'saungsaung', 'suasana', 'makan', 'bersantai', 'nikmat', 'ditambah', 'suara', 'sungai', 'kecil-kecil', 'menambah', 'suasana', 'bertambah', 'alami', 'dianjurkan', 'malam', 'indah', 'besar-besar', 'datanglah', 'menunggu', 'lift']"
"restoran tidak begitu bagus . pelayanan biasa , tidak terlalu membantu . makanan sangat sedikit porsi nya dan sangat mahal . masih lebih bagus restoran di daerah atas . perbanyak promosi",negative,"['restoran', 'tidak', 'bagus', 'pelayanan', 'tidak', 'membantu', 'makanan', 'porsi', 'mahal', 'bagus', 'restoran', 'daerah', 'perbanyak', 'promosi']"
"gurame bakar , karedok mantap sekali . gurame aebelum dibakar digoreng terlebih dahulu sehingga renyah dan rasanya manis . kangkung bawang putih bisa menjadi teman makan yang cocok",positive,"['gurame', 'bakar', 'karedok', 'mantap', 'gurame', 'aebelum', 'dibakar', 'digoreng', 'renyah', 'manis', 'kangkung', 'bawang', 'putih', 'teman', 'makan', 'cocok']"
mementingkan kesenangan diri sendiri . bikin macet !,negative,"['mementingkan', 'kesenangan', 'macet']"
"pemandangan nya bagus , udara nya sejuk , bagus buat foto-foto terutama tetap tapi kalau buat makan agak kemahalan ya",positive,"['pemandangan', 'bagus', 'udara', 'sejuk', 'bagus', 'fotofoto', 'makan', 'kemahalan']"
bayar parkir hanya 3000 dan kita dapat menikmati jajanan tempo dulu serta suasana yang sangat menyenangkan . alam nya . air terjun nya . tidak rugi kalau ke sini .,positive,"['bayar', 'parkir', 'menikmati', 'jajanan', 'tempo', 'suasana', 'menyenangkan', 'alam', 'air', 'terjun', 'tidak', 'rugi']"
"tidak menyangka kafe ini 24 jam , makanan nya murah dan royal banget dengan keju nya . harus mantap harus coba . favorit sekali tempat ini . pas banget buat nongkrong atau yang hanya sekadar cari cemilan doang .",positive,"['tidak', 'menyangka', 'kafe', 'jam', 'makanan', 'murah', 'royal', 'banget', 'keju', 'mantap', 'coba', 'favorit', 'pas', 'banget', 'nongkrong', 'cari', 'cemilan', 'doang']"
"tempat nya nyaman , anak muda banget . pelayan nya ramah dan gesit membereskan meja yang kosong . menu nya banyak . kesukaan saya di sini roti bakar green tea nutella dengan cappucino atau moccacino",positive,"['nyaman', 'anak-anak', 'muda', 'banget', 'pelayan', 'ramah', 'gesit', 'membereskan', 'meja', 'kosong', 'menu', 'kesukaan', 'roti', 'bakar', 'green', 'tea', 'nutella', 'cappucino', 'moccacino']"
"harus nya makanan ditutupi dulu , kebersihan jadi kurang , penjual maupun pembeli bisa berbicara di atas makanan , yang mana makanan jadi tidak higienis . pelayanan nya agak lama",positive,"['makanan', 'ditutupi', 'kebersihan', 'penjual', 'pembeli', 'berbicara', 'makanan', 'makanan', 'tidak', 'higienis', 'pelayanan']"
arumi bachsin ikut mendoakan suami untuk jadi wagub jatim .,neutral,"['arumi', 'bachsin', 'mendoakan', 'suami', 'wagub', 'jatim']"
"citarasa korea . l = rasanya lumayan , hanya harga nya mahal banget . tapi sejauh ini okelah lokasi juga gampang dicari .",positive,"['citarasa', 'korea', 'lumayan', 'harga', 'mahal', 'banget', 'okelah', 'lokasi', 'gampang', 'dicari']"
"saya hampir setiap bulan mengunjungi kedai mi ini . kedai mi ini menyediakan mi super pedas demgan topping daging babi chasio . tidak banyak gerai di bandung yang menyajikan mi babi dengan rasa yang sangat lezat . oleh karena itu , gerai mi ini merupakan salah satu yang paling dikenal di bandung .",positive,"['mengunjungi', 'kedai', 'mi', 'kedai', 'mi', 'menyediakan', 'mi', 'super', 'pedas', 'demgan', 'topping', 'daging', 'babi', 'chasio', 'tidak', 'gerai', 'bandung', 'menyajikan', 'mi', 'babi', 'lezat', 'gerai', 'mi', 'salah', 'dikenal', 'bandung']"
7 fenomena salah kostum jokowi ini sukses bikin netizen bertanya-tanya .,neutral,"['fenomena', 'salah', 'kostum', 'jokowi', 'sukses', 'netizen', 'bertanyatanya']"
ekspektasi kenikmatan samyang ku dihancurkan oleh samyang belakang kampus yang isi nya mi indomie dikasih kuah seblak . wtf .,negative,"['ekspektasi', 'kenikmatan', 'samyang', 'ku', 'dihancurkan', 'samyang', 'kampus', 'isi', 'mi', 'indomie', 'dikasih', 'kuah', 'seblak', 'wtf']"
setiap ke bandung pasti akan selalu mampir kemari karena makan di sini selalu mengenyangkan alias porsi nya jumbo dan pelayanan nya cekatan jadi tidak akan menunggu lama,positive,"['bandung', 'mampir', 'kemari', 'makan', 'mengenyangkan', 'alias', 'porsi', 'jumbo', 'pelayanan', 'cekatan', 'tidak', 'menunggu']"
tempat minum kopi tengah kota bandung di braga menyajikan suasana yang nyaman minuman kopi bervariasi cocok untuk bersantai,positive,"['minum', 'kopi', 'kota', 'bandung', 'braga', 'menyajikan', 'suasana', 'nyaman', 'minuman', 'kopi', 'bervariasi', 'cocok', 'bersantai']"
ekspresi setya novanto saat menjalani persidangan hari ini,neutral,"['ekspresi', 'setya', 'novanto', 'menjalani', 'persidangan']"
"tempat untuk bersantap yang nyaman dengan kolam ikan yang menjadi centerpoint , menu sangat beragam namun rasa biasa saja . harga terjangkau .",positive,"['bersantap', 'nyaman', 'kolam', 'ikan', 'centerpoint', 'menu', 'beragam', 'harga', 'terjangkau']"
"tempat nya nyaman banget , makanan nya enak , kopi nya enak . pas buat nongkrong bareng teman-teman atau makan malam .",positive,"['nyaman', 'banget', 'makanan', 'enak', 'kopi', 'enak', 'pas', 'nongkrong', 'bareng', 'temanteman', 'makan', 'malam']"
"tempat yang baik untuk merileksasikan pikiran dan tubuh . menghirup udara pegunungan yang segar dengan pemandangan yang menawar . namun tetap dengan gaya ekslusif , yang tidak kampungan . tempat makan ini di lengkap juga dengan penginapan yang tak kalah nyaman nya juga . tapi untuk makanan dan minuman jangan terlalu berharap banyak !",positive,"['merileksasikan', 'pikiran', 'tubuh', 'menghirup', 'udara', 'pegunungan', 'segar', 'pemandangan', 'menawar', 'gaya', 'ekslusif', 'tidak', 'kampungan', 'makan', 'lengkap', 'penginapan', 'kalah', 'nyaman', 'makanan', 'minuman', 'jangan-jangan', 'berharap']"
"rumah makan ini sudah bertahan puluhan tahun , dan selalu ramai di waktu makan siang . bakmoy sup tahu dan potongan daging babi dan babi sayur asin menjadi favorit di sini . selain itu juga ada lotek , gado-gado , macam-macam rujak , dan nasi rames . rasa makanan nya sangat oke dan tidak berubah dari zaman dulu :",positive,"['rumah', 'makan', 'bertahan', 'puluhan', 'tahun-tahun', 'ramai', 'makan', 'siang', 'bakmoy', 'sup', 'potongan', 'daging', 'babi', 'babi', 'sayur', 'asin', 'favorit', 'lotek', 'gadogado', 'macammacam', 'rujak', 'nasi', 'rames', 'makanan', 'oke', 'tidak', 'berubah', 'zaman']"
"si ahok menang . wereng coklat bakalan banjir duit , tetapi ternyata gagal facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy",negative,"['ahok', 'menang', 'wereng', 'coklat', 'banjir', 'duit', 'gagal', 'facewithtearsofjoy', 'facewithtearsofjoy', 'facewithtearsofjoy']"
ayah saya merupakan seorang pegawai net tv,neutral,"['ayah', 'pegawai', 'net', 'tv']"
ya itu tadi ajang berkilah barista on trainee cupu yang tidak handal dan tidak asik . itu doang si modus nya ..,negative,"['ajang', 'berkilah', 'barista', 'on', 'trainee', 'cupu', 'tidak', 'handal', 'tidak', 'asik', 'doang', 'modus']"
"kami mengunjungi winner bratwurst sebenarnya tidak sengaja . saat kunjungan ke bandung minggu lalu kami menginap di summer hill private villa dan hotel , dalam perjalanan menuju hotel kami dapati bahwa restoran yang terdekat adalah winner bratwurst . sama seperti lokasi tempat kami menginap , winner bratwurst tidak mudah dicapai bagi wisatawan yang menggunakan transportasi umum , hal ini dikarenakan lokasi restoran yang berada jauh dari jalan utama . itu kekurangan nya .",negative,"['mengunjungi', 'winner', 'bratwurst', 'tidak', 'sengaja', 'kunjungan', 'bandung', 'minggu', 'menginap', 'summer', 'hill', 'private', 'villa', 'hotel', 'perjalanan', 'hotel', 'dapati', 'restoran', 'terdekat', 'winner', 'bratwurst', 'lokasi', 'menginap', 'winner', 'bratwurst', 'tidak', 'mudah', 'dicapai', 'wisatawan', 'transportasi', 'lokasi', 'restoran', 'jalan', 'utama', 'kekurangan']"
"madame sari adl resto milik kartika sari . manajemen cerdik dengan membuat resto di dalam bangunan mereka , sehingga memudahkan konsumen yang ingin makan sehabis membeli brownies dan cemilan lainnya . sop iga - nya recommended , termasuk nasi goreng - nya .",positive,"['madame', 'sari', 'resto', 'milik', 'kartika', 'sari', 'manajemen', 'cerdik', 'resto', 'bangunan', 'memudahkan', 'konsumen', 'makan', 'sehabis', 'membeli', 'brownies', 'cemilan', 'sop', 'iga', 'recommended', 'nasi', 'goreng']"
sudah pada tahu belum kalau kami bisa sedekah instan bersama melalui lho !,neutral,"['belum', 'sedekah', 'instan', 'lho']"
"suasana sejuk , makanan enak cocok banget buat ngumpul bareng keluarga atau teman . ada tempat bermain untuk anak-anak . makanan agak mahal tapi enak , wifi nya kenceng banget",positive,"['suasana', 'sejuk', 'makanan', 'enak', 'cocok', 'banget', 'ngumpul', 'bareng', 'keluarga', 'teman', 'bermain', 'anakanak', 'makanan', 'mahal', 'enak', 'wifi', 'kencang', 'banget']"
"steak nya tebal , matang merata , dan empuk sekali . harga nya pantas sesuai kualitas dan rasanya yang sangat nikmat . meski parkir susah dan antre > 20 menit untuk mendapat tempat duduk , kami pasti datang lagi untuk mencoba menu steak lainnya . agar suasana lebih nyaman , lebih baik datang lebih awal , sebelum jam sibuk time makan khusus nya malam minggu atau hari libur .",positive,"['steak', 'tebal', 'matang', 'merata', 'empuk', 'harga', 'sesuai', 'kualitas', 'nikmat', 'parkir', 'susah', 'antre', 'menit', 'duduk', 'mencoba', 'menu', 'steak', 'suasana', 'nyaman', 'jam', 'sibuk', 'time', 'makan', 'khusus', 'malam', 'minggu', 'libur']"
"pemkot bandung saat ini sedang membangun tugu maung , alih-alih menunjukkan wajah garang , maung ini malah terlihat seperti anjing laut .",negative,"['pemkot', 'bandung', 'membangun', 'tugu', 'maung', 'alihalih', 'wajah', 'garang', 'maung', 'anjing', 'laut']"
"ini merupakan resto chinese makanan yang cukup lama di bandung . makanan nya lumayan enak , terutama fuyunghai dan kangkung cah . rasanya pas di lidah . porsi nya besar , namun harga nya agak mahal . karena terletak di jalan utama , parkir nya agak susah dan harus menyeberang jalan . secara keseluruhan , resto ini saya rekomendasikan karena tidak akan menyesal ketika sudah mencoba .",positive,"['resto', 'chinese', 'makanan', 'bandung', 'makanan', 'lumayan', 'enak', 'fuyunghai', 'kangkung', 'cah', 'pas', 'lidah', 'porsi', 'besar-besar', 'harga', 'mahal', 'terletak', 'jalan', 'utama', 'parkir', 'susah', 'menyeberang', 'jalan', 'resto', 'rekomendasikan', 'tidak', 'menyesal', 'mencoba']"
"salah satu kuliner bandung yang wajib dicoba . mi kocok berisi mi , tauge , potongan kikil dari kaki sapi , serta taburan daun seledri dan bawang goreng . kikil yang digunakan empuk dan kenyal . rasanya sangat lezat dan segar dengan kuah panas . sayang , saat saya ke sana , sumsum nya habis . padahal , rasanya akan makin mantap bila ditambah sumsum . kisaran harga terjangkau .",positive,"['salah', 'kuliner', 'bandung', 'wajib', 'dicoba', 'mi', 'kocok', 'berisi', 'mi', 'tauge', 'potongan', 'kikil', 'kaki', 'sapi', 'taburan', 'daun', 'seledri', 'bawang', 'goreng', 'kikil', 'empuk', 'kenyal', 'lezat', 'segar', 'kuah', 'panas', 'sayang', 'sumsum', 'habis', 'mantap', 'ditambah', 'sumsum', 'kisaran', 'harga', 'terjangkau']"
terima kasih mas,positive,"['terima', 'kasih', 'mas']"
"terdapat menu-menu ala sunda yang menggugah selera . unik nya , di sini tidak menggunakan piring melainkan selembar daun pisang sebagai alas makan . secara keseluruhan baik enak semua dengan harga yang cukup terjangkau . sebuah pengalaman bersantap yang unik .",positive,"['menumenu', 'ala', 'sunda', 'menggugah', 'selera', 'unik', 'tidak', 'piring', 'selembar', 'daun', 'pisang', 'alas', 'makan', 'enak', 'harga', 'terjangkau', 'pengalaman', 'bersantap', 'unik']"
"jadi ketua komite pakai anies baswedan , ini tekad bambang widjojanto",neutral,"['ketua', 'komite', 'pakai', 'anies', 'baswedan', 'tekad', 'bambang', 'widjojanto']"
"tidak banyak restoran di bandung yang menyajikan menu makanan bali , apalagi dengan rasa yang autentik . betutu lalah ini sudah puluhan tahun eksis di kota kembang dengan andalan ayam / bebek betutu dan taliwang . rasanya memuaskan , baik dari segi porsi maupun harga .",positive,"['tidak', 'restoran', 'bandung', 'menyajikan', 'menu', 'makanan', 'bali', 'autentik', 'betutu', 'lalah', 'puluhan', 'tahun-tahun', 'eksis', 'kota', 'kembang', 'andalan', 'ayam', 'bebek', 'betutu', 'taliwang', 'memuaskan', 'segi', 'porsi', 'harga']"
amazing dan excellent pelayanan untuk mbak dela . makanan nya enak banget pemandangan nya indah sekali banget . skywalk nya nomer 1 bisa melihat banding . bagus malam . bakalan jadi tempat favorit sepertinya .,positive,"['amazing', 'excellent', 'pelayanan', 'mbak-mbak', 'dela', 'makanan', 'enak', 'banget', 'pemandangan', 'indah', 'banget', 'skywalk', 'nomer', 'banding', 'bagus', 'malam', 'favorit']"
harga selangit porsi seiprit tidak janji lagi saya datang untuk yang kedua kali . masakan nya tidak beda jauh sama ema saya dong !,negative,"['harga', 'selangit', 'porsi', 'seiprit', 'tidak', 'janji', 'kali', 'masakan', 'tidak', 'beda', 'emak']"
"menurut saya steak nya biasa saja , waktu itu saya pesan yang steak lokal dan medium tingkat kematangan nya . pas saya makan agak keras dan melihat daging nya secara keseluruhan baik buat tempat sih lumayan strategis karena ada nya di jalan riau , tapi untuk makanan dengan rentang harga 100 ribu ke atas kurang setimpal kalau menurut saya",negative,"['steak', 'pesan', 'steak', 'lokal', 'medium', 'tingkat', 'kematangan', 'pas', 'makan', 'keras', 'daging', 'lumayan', 'strategis', 'jalan', 'riau', 'makanan', 'rentang', 'harga', 'ribu', 'setimpal']"
