,label,tweet
3347,happy,"['khawatir', 'bosan', 'perjalanan', 'pulau', 'bali', 'keindahan', 'alamnya', 'memanjakan', 'pandangan', 'tengah', 'perjalanan']"
3348,anger,"['situ', 'timur', 'tengah', 'pakaian', 'tertutup', 'tingkat', 'sexual', 'harmentnya', 'tinggi', 'terbuka', 'tertutup', 'pakaian', 'iman', 'nafsu', 'jaga', 'kalia']"
3349,anger,"['isu', 'kristenisasi', 'isu', 'kebangkitan', 'pki', 'data', 'minim', 'fakta', 'bilapun', 'pembingkaian', 'konteks', 'isu', 'membangkitkan', 'hantu', 'keuntungan', 'politis', 'ekonomis', 'tahyul', 'bahlul']"
3350,anger,"['allah', 'kesal', 'marah', 'gunanya', 'sulit', 'makan', 'twit', 'beserta', 'komen', 'netijen', 'bikin', 'lupa', 'ikhlas', 'aing', 'ikhlas']"
3351,anger,"[ , 'menawarkan', 'tahun', 'sales', 'force', 'mobil', 'honda', 'pindah', 'suzuki', 'menawarkan', 'kog', 'blokir', 'whatsapp']"
3352,sadness,"['iya', 'mas', 'mentingin', 'ngaji', 'ngejar', 'khataman', 'waktu', 'ngabarin', 'ngapain', 'bahan', 'biar', 'kuat', 'tersakiti', 'mah', 'mas', 'ngapain', 'ehe']"
3353,sadness,"['makan', 'tidur', 'nyenyak', 'kegelisahan', 'tuliskan', 'alhamdulillah',  , 'menampung', 'keresahan', 'umat', 'aksi', 'bela', 'via', 'vallen', 'pesan', 'jakmania', 'abang', 'simic']"
3354,sadness,"['muhasabah', 'sebegimanapun', 'amalan', 'kesimpulan', 'muhasabahnya', 'amalan', 'dosa']"
3355,sadness,"['jijik', 'cowok', 'joged', 'kamera', 'lepas', 'baju', 'pakai', 'boxer', 'coba', 'bikin', 'martabat', 'cowok', 'turu', 'drastis']"
3356,happy,"['keberpihakan', 'politik', 'salut', 'beliau', 'semoga', 'jejaknya', 'diikuti', 'senada', 'kegiatannya', 'beliau', 'dunia', 'politik', 'biar', 'dijalankan', 'politisi', 'jaga', 'gawang']"
3357,sadness,"['deh', 'penulis', 'favorit', 'ngeluarin', 'buku', 'waktu', 'bersamaan', 'gini', 'pusing', 'po', 'buku', 'ramadhan', 'sale', 'dibayar']"
3358,love,"['mencintai', 'istri', 'cinta', 'anak', 'cinta', 'tajam', 'dilatih', 'terdidik', 'sensitif', 'perubahan']"
3359,sadness,"['mencoba', 'menyapa', 'menemuimu', 'berusaha', 'berbuat', 'memecahkan', 'celengan', 'rindu', 'salah', 'berubah', 'menghabiskan', 'waktu', 'lupa', 'rindu', 'ku', 'ku', 'miliki', 'untukmu']"
3360,love,"['fromm', 'cinta', 'sempurna', 'didasari', 'knowledge', 'respect', 'responsibility', 'care', 'liat', 'keluarga', 'belo', 'ncip', 'sekala', 'dido', 'utuh', 'merekapun', 'healty', 'mental', 'efeknya', 'pintar', 'aktifnya', 'si', 'sekala']"
3361,happy,"['berangkat', 'pagi', 'ajar', 'ampe', 'jam', 'cus', 'kampus', 'pesan', 'gojek', 'kejauhan', 'sekolah', 'halte', 'busway', 'panas', 'terik', 'macet', 'jalan', 'penilangan', 'tj', 'alhamdulillah', 'duduk', 'jam', 'perjalanan', 'mac']"
3362,love,"['dokter', 'dipanggilnya', 'dok', 'suster', 'dipanggilnya', 'sus', 'apoteker', 'ap', 'tek', 'ato', 'ker', 'iya', 'bingung', 'pribadi', 'senang', 'panggil', 'sayang', 'it', 'warms', 'ma', 'heart']"
3363,anger,"['jalan', 'jatibaru', 'wilayah', 'tn', 'abang', 'pengaturan', 'wilayah', 'tgg', 'wwnang', 'gub', 'tng', 'abng', 'rumit', 'gub', 'trdahulu', 'sedng', 'dibenahi', 'agr', 'bermnfaat', 'otak', 'berpikirlah', 'wajar', 'kecuali', 'otaknya', 'butek']"
3364,fear,"['tuntut', 'takut', 'memenuhi', 'tuntutanmu', 'terimalah', 'kupastikan', 'kubuat', 'bahagia', 'caraku']"
3365,anger,"['gubernur',  ,  ,  , 'macet', 'sore', 'tolong', 'evaluasi']"
3366,anger,"[ , 'email', 'traveloka', 'telfon', 'call', 'center', 'berfaedah', 'nyepam', 'facebook', 'penuh', 'makian', 'garuda', 'eh', 'malemnya', 'transferannya', 'wqwq', 'tergantung', 'maskapai', 'kayaknya', 'sodaraku', 'ref']"
3367,anger,"['pemerintah', 'mungsuh', 'pemerintah', 'teliti', 'periksa', 'harapan', 'mansyarakat', 'dilontarkan', 'eksplisit', 'terbuka', 'harapan', 'te', 'ha', 'er']"
3368,anger,"[ , 'paket', 'no', 'resi', 'jb', 'tertahan', 'kurir', 'moh', 'toha', 'bandung', 'dilanjutkan', 'pengirimannya']"
3369,fear,"['hidup', 'persimpangannya', 'bingung', 'arah', 'sisi', 'hidup', 'bebas', 'sisi', 'kepikiran', 'bebas']"
3370,love,"['hidup', 'bersamamu', 'berdua', 'lewati', 'hujan', 'badai', 'takkan', 'berhenti', 'sehidup', 'semati', 'mentari', 'ku', 'cinta', 'padamu']"
3371,happy,"['gara',  , 'googling', 'berita', 'confirm', 'duh', 'berita', 'pasangan', 'favorite', 'ku', 'jaman']"
3372,sadness,"['sekedar', 'mencoba', 'sempurna', 'memperpanjang', 'durasinya']"
3373,anger,"['tolong', 'gimana', 'kemarin', 'beli', 'flash', 'sale', 'bayar', 'dikabarin', 'stocknya', 'abis', 'jualan', 'ngecek', 'stock',  ]"
3374,happy,"['selamat', 'berkerja', 'ganjar',  , 'jadikan', 'jateng', 'nggayeng', 'yeng', 'gowes', 'bareng', 'dirayakan', 'gowes', 'selamat', 'selamat', 'selamat']"
3375,fear,"['intelektual', 'muda', 'pesawat', 'bercanda', 'bawa', 'bom', 'bikin', 'panik']"
3376,anger,"[ , 'pejaten', 'villagenya', 'eh', 'mobil', 'mobil', 'mall', 'ribet', 'ngantri', 'mengular', 'macetnya', 'numpuk', 'sialan']"
3377,anger,"['berjuta', 'bong', 'dikasih', 'harto', 'kejam', 'pki', 'bandit', 'rampok', 'keturunan', 'kelompok', 'bong', 'hahahahaha']"
3378,fear,"['si', 'beragama', 'modal', 'bisnis', 'riba', 'mening', 'coba', 'abis', 'bis', 'bersisa', 'ngalamin', 'plek', 'allah', 'kasih', 'bukti', 'sesuai', 'firman', 'sunnah', 'rasul']"
3379,happy,"['semoga', 'allah', 'ridho', 'berkahnya', 'pernikahan', 'sekedar', 'menggenapkan', 'separuh', 'agama', 'dakwah']"
3380,anger,"['nyampah', 'suka', 'compare', 'ah', 'ah', 'suka', 'blah']"
3381,happy,"['berbeda', 'suku', 'agama', 'marilah', 'jaga', 'persatuan', 'persaudaraan', 'pemilihan', 'presiden', 'bupati', 'terpecah', 'belah', 'menyapa', 'bersatu', 'padu',  ]"
3382,sadness,"[ , 'kenal', 'nikah', 'anak', 'listrik', 'mantannya', 'temenku', 'anak', 'ku', 'masi', 'nunggu', 'wisuda', 'masanya', 'nikah', 'begimana', 'si', 'yak']"
3383,sadness,"['dilakukam', 'dilandasi', 'kasihsayang', 'pribadi', 'suka', 'tua', 'mendidik', 'memukul', 'anak']"
3384,sadness,"['allah', 'bangun', 'tidur', 'bau', 'masak', 'tahunya', 'teman', 'bule', 'masak', 'cupu', 'mokel', 'gara', 'gini', 'ditawarin', 'si', 'bule', 'hm']"
3385,happy,"['bakso', 'jeroan', 'teh', 'jahe', 'panas', 'pas', 'hujan', 'deras', 'kebahagiaan', 'hakiki']"
3386,happy,"['hrsnya', 'tuh', 'berlomba', 'gasih', 'ambisius', 'dhdkdjdj', 'kagum', 'keras', 'mencapai', 'tujuan', 'tujuannya', 'main', 'mimpinya', 'it', 'mesmerizing']"
3387,anger,"['kptusan', 'pmrintah', 'mmbyr', 'gj', 'thr', 'disambut', 'gmbira', 'pns', 'pensiun', 'pengamat', 'provokasi', 'presiden', 'bantu', 'rakyat', 'disalahkan', 'cari', 'celah', 'upaya', 'hukum', 'bantu', 'rakyat', 'impeachment', 'bantu', 'cari', 'solusi', 'ancam']"
3388,love,"['terlahir', 'keluarga', 'bahagia', 'penuh', 'cinta', 'penuh', 'kasih', 'tumbuh', 'sosok', 'penuh', 'karisma', 'memcintai', 'dicinta', 'berjuta', 'manusia']"
3389,happy,"['kayak', 'si', 'laudya', 'duda', 'anak', 'ce', 'dudanya', 'sayang', 'deh', 'fokus', 'fight', 'semangat', 'putuskan', 'menetap', 'tua', 'death', 'disana']"
3390,sadness,"[ , 'iri', 'elu', 'sayang', 'tindakan', 'apalah', 'diam', 'ngapain', 'nunjukin', 'sayang', 'mereke', 'hehe']"
3391,fear,"['waallahu', 'alam', 'takut', 'ilmu', 'cetek', 'kesimpulan', 'al', 'quran', 'hadits', 'yakini', 'selebihnya', 'waallahu', 'alam']"
3392,anger,"['kurangi', 'sampah', 'plastik', 'baiknya', 'alasan', 'gedein', 'bujet', 'kampanye', 'seremoni', 'kongkrit', 'larang', 'penggunaan', 'kantong', 'plastik', 'minimarket', 'pasar', 'terkaing', 'kaing', 'biarin', 'kecuali', 'berat', 'memikirkan', 'produsen', 'plastik', 'potensial', 'donor', 'politik']"
3393,happy,"['viral', 'biar', 'pemerintah', 'indonesia', 'ekonominya', 'pimpin', 'djokowie', 'semangat', 'gaeess']"
3394,happy,"['driver',  , 'batak', 'marga', 'tampubolon', 'nama', 'disembunyikan', 'seumuran', 'deh', 'jalan', 'bicara', 'tertawa', 'tertawa', 'serasa', 'bicara', 'sepupu', 'halak', 'hita', 'dang', 'adong', 'matinya', 'mauliate', 'godang', 'lae', 'hu', 'horas']"
3395,happy,"[ ,  , 'alhamdulillah', 'inferior', 'islam', 'agama', 'sempurna', 'umatnya', 'inferior', 'islam', 'agama', 'islam', 'liberal']"
3396,happy,"['okok', 'yung', 'eciye', 'curhat', 'sms', 'wahaha', 'tragedi', 'serius']"
3397,happy,"[ , 'rumah', 'kuenya', 'tap', 'akunya', 'liat', 'kemarin', 'hahhahha', 'ketemunya', 'macem', 'hahhahha', 'lelah', 'nyungsep', 'fansnya', 'wkkwkkw']"
3398,anger,"[ , 'butuh', 'maaf', 'minggu', 'network', 'down', 'pelanggan', 'dirugikan', 'kompensasi',  ,  ,  , 'cc',  ,  ,  ]"
3399,sadness,"['non', 'jerawatnya', 'diolesi', 'pakai', 'obat', 'adik', 'biar', 'cepat', 'ilang', 'haduh', 'dok', 'gimana', 'hilang', 'obatnya', 'ketemu', 'dok', 'hlah', 'namanya', 'jerawat', 'rindu']"
3400,sadness,"['terenyuh', 'kagum', 'kesempatan', 'lakukan', 'ragu', 'penyelamatan', 'rest', 'in', 'peace', 'razzan']"
3401,sadness,"['anehnya', 'dimulut', 'kepedesan', 'abis', 'sakit', 'perut', 'semaleman', 'sakit', 'perutnya', 'bolak', 'toilet', 'makan', 'pedas', 'gimana', 'segininya', 'salah']"
3402,happy,"['kuingat', 'pas', 'bayar', 'kuliah', 'tahun', 'waktu', 'pembayaran', 'kubilang', 'deadline', 'cepat', 'nyusun', 'jadwal', 'jam', 'beliau', 'telepon', 'duitnya', 'dikirim']"
3403,happy,"['nyante', 'sruput', 'kopi', 'biar', 'bijak']"
3404,happy,"['mah', 'sms', 'dosen', 'memikirkan', 'biar', 'sopan', 'takut', 'salah', 'bicara', 'pas', 'lulus', 'mah', 'kaya', 'teman', 'wkwkw', 'gimana', 'ketua', 'kelas',  ,  ]"
3405,love,"['wanita', 'jatuh', 'cinta', 'tertawa', 'tertawa', 'mencintainya']"
3406,anger,"['hah', 'astagfirullah', 'masya', 'allah', 'naudzubillahminzaliq', 'partai', 'islam', 'partai', 'allah', 'kelakuannya', 'setan']"
3407,love,"['senandung', 'rindu', 'tercurahkan', 'bagimu', 'sayyidi', 'rasullullah', 'segenggam', 'cinta', 'terungkapkan', 'bagimu', 'sayyidi', 'rasullullah', 'bersyukurku', 'keagungan', 'kemuliaanmu', 'sayyidi', 'rasullullah', 'menjadikanku', 'umatmu']"
3408,fear,"['acc', 'dikasih', 'nomer', 'hp', 'teman', 'pas', 'kasih', 'nomer', 'hpalah', 'suspend', 'permanen', 'takut']"
3409,anger,"['beres', 'cari', 'jatuh', 'da', 'gedebuk', 'jatohnya', 'cari', 'cari', 'cari', 'pedahal', 'tuh', 'posisi', 'pindah', 'pindah', 'kaca', 'why', 'kesal']"
3410,happy,"['sharing', 'teman', 'tuh', 'disaat', 'berat', 'teman', 'berat', 'apanya', 'dibanding']"
3411,love,"['mami', 'kanya', 'tuh', 'perasaan', 'kalem', 'kesini', 'amberegul', 'emeseyu', 'asik', 'ramai', 'wkwkkwkw', 'pokok', 'sayang', 'mami']"
3412,sadness,"['menemani', 'berjuang', 'skripsi', 'sidang', 'wisudaku', 'kabarnya', 'hehe', 'ngilang', 'duluan', 'hehe']"
3413,happy,"[ ,  , 'krl', 'bis', 'tj', 'transit', 'krl', 'bis', 'tj', 'jalan', 'kaki', 'halte', 'tj', 'kantor', 'jalan', 'kaki', 'sepakat', 'transportasi', 'umum', 'jalan', 'kaki', 'last', 'mile', 'ride']"
3414,love,"['sayang', 'salah', 'bidadari', 'tinggal', 'surga', 'tinggal', 'hatiku']"
3415,sadness,"['singkatnya', 'terkenang', 'hujan', 'pagi', 'turun', 'salah', 'terkenang', 'novel', 'legend', 'hujan', 'juni', 'fakta']"
3416,happy,"['sop', 'bank', 'bang', 'sasaran', 'langganan', 'bank', 'intinya', 'dipermudah', 'dipersulit']"
3417,sadness,"['makasih', 'deh', 'get', 'well', 'soon', 'kaocha', 'ngantuk', 'capai', 'pegel', 'mual', 'pusing', 'muak', 'pft']"
3418,sadness,"['wib', 'kehilangan', 'sosok', 'laki', 'laki', 'merawat', 'mendidik', 'merawat', 'melindungi', 'kehilangan', 'semoga', 'tenang', 'disana', 'semoga', 'anakmu', 'anak', 'berguna']"
3419,fear,"['salah',  , 'perintahkan', 'menkes', 'menambah', 'ruangan', 'sakit', 'jiwa', 'rumah', 'sakit', 'sbab', 'menutup', 'pilpres', 'rumah', 'sakit', 'dibanjiri', 'pasien', 'sakit', 'jiwa', 'tanda', 'kearah', 'stress']"
3420,happy,"['maha', 'membolak', 'balikkan', 'hati', 'alhamdulillah', 'for', 'everything', 'god', 'hatiku', 'tenang', 'ditakdirkan', 'untukku', 'melewatkanku']"
3421,anger,"[ , 'merapat',  , 'dengar', 'seruannya', 'indonesia', 'butuh', 'pemimpin', 'kredibel', 'jokowi', 'kredibel']"
3422,fear,"['curhat', 'deh', 'tuh', 'suka', 'kpop', 'suka', 'minder', 'teman', 'rl', 'teman', 'ku', 'suka', 'kpop', 'kadang', 'risih', 'teman', 'bicara', 'stop', 'korea', 'pls', 'shel']"
3423,happy,"['terima', 'kasih',  , 'pelita', 'pertelevisian', 'negeri', 'channel', 'kiam', 'gencar', 'berusaha', 'menyuguhkan', 'tayangan', 'gelap', 'ikutan']"
3424,fear,"['ragu', 'perawatannya', 'kecatet', 'riwayat', 'bpjs', 'takut', 'pas', 'dibaca', 'sehat', 'mental']"
3425,love,"['jam', 'terhening', 'ku', 'tersentak', 'dibungkam', 'sadar', 'ku', 'tengah', 'jatuh', 'hati', 'ku', 'fotonya', 'nampaknya', 'polos', 'indah', 'matanya', 'ku', 'tersenyum']"
3426,sadness,"['lucu', 'ngebayangin', 'dulunya', 'kota', 'kepikir', 'pergi', 'kota', 'jatuhnya', 'berkunjung', 'aneh', 'aneh', 'nangis', 'bilang', 'kangen']"
3427,anger,"[ , 'dipermasalahakan', 'pengelolaan', 'dana', 'zakatnya', 'gub', 'seblm', 'pengelolaan']"
3428,happy,"[ ,  , 'semoga', 'menjaga', 'terjaga', 'sbagai', 'pendukung', 'periode', 'memalukan', 'ayo', 'kuatkan', 'kesatuan', 'periode', 'jokowi']"
3429,anger,"[ , 'pelanggan', 'setia', 'tagihan', 'may', 'rp', 'lakukan', 'pembayaran', 'jatuh', 'tempo', 'tanggal', 'abaikan', 'bayar', 'cs', 'twitter',  , 'tagihan', 'sensitive', 'no']"
3430,anger,"[ , 'kampret', 'slain', 'otak', 'kriting', 'otak', 'jungkir', 'sll', 'koar', 'konsisten', 'perjuangan', 'tahun', 'capres', 'cawapresny', 'prabocor', 'gatot', 'prabocor', 'tgb', 'nol', 'koar', 'ganti', 'plesinden', 'hedeh', 'kamplet', 'begok', 'napsu']"
3431,happy,"['move', 'on', 'keseruan', 'event', 'torch', 'relay', 'asian', 'games', 'rumah', 'jabatan', 'gubernur', 'provinsi', 'sulawesi', 'selatan']"
3432,sadness,"['terbege', 'seminggu', 'menghidupkan', 'alarm', 'jam', 'weker', 'jam', 'hp', 'bangun', 'mematikannya', 'tidur', 'berujung', 'bangun', 'kesiangan', 'oke', 'syap']"
3433,fear,"['mu', 'mandang', 'jerawatan', 'gimana', 'abis', 'tes', 'univ', 'bicara', 'takut', 'nyaman', 'jerawatku', 'teman', 'pikiranku', 'tolong', 'sarannya']"
3434,sadness,"['kasihan', 'pasca', 'diserbu', 'sekelompok', 'bandara', 'berbeda', 'bts', 'korea',  ]"
3435,anger,"[ , 'helloow',  , 'asian', 'games', 'tinggal', 'hitungan', 'minggu', 'jakarta', 'selesai', 'berbenah', 'malu', 'palembang', 'pengerjaan', 'selesai', 'anies', 'urusin', 'trotoar', 'selesai', 'gubernur']"
3436,anger,"[ , 'setuju', 'lagipula', 'calon', 'mahasiswa', 'bidang', 'saintek', 'fokus', 'bidang', 'nasib', 'bidang', 'sosial', 'lagipula', 'bidang', 'peran', 'bidang', 'mala']"
3437,happy,"['bocah', 'memori', 'mb', 'berharga', 'nyimpeninnya', 'savean', 'gta', 'god', 'of', 'war', 'mortal', 'kombat', 'kawan', 'kawan']"
3438,fear,"['kamar', 'ku', 'ku', 'kasih', 'kursi', 'biar', 'si', 'duduk', 'dikursi', 'belajarku', 'tidur', 'lampu', 'nyala', 'takut', 'si', 'muncul', 'pas', 'remang']"
3439,sadness,"['berangkat', 'ngaji', 'hujan', 'alasan', 'berangkt', 'klaupun', 'ngeles', 'orangtua', 'bentak', 'marahin', 'orangtua', 'bentak', 'video', 'viral', 'tangkep', 'polisi']"
3440,love,"[ , 'couple', 'panggil', 'sayang', 'sikapnya', 'sayang', 'coba', 'liat', 'sayang', 'memperlakukan', 'panggil', 'sebutan', 'sayang']"
3441,anger,"[ ,  ,  , 'bang', 'haji', 'heran', 'tumpahkan', 'salahnya', 'president', 'penyakitnya', 'segitu', 'akutnya']"
3442,fear,"['ngeri', 'pas', 'berbela', 'sungkawa', 'niat', 'hati', 'mengirimkan', 'emot', 'sedih', 'dipencet', 'emot', 'tertawa', 'terbahak', 'bahak']"
3443,anger,"['dasar', 'mental', 'maling', 'diringkus', 'metal', 'maling', 'maling']"
3444,happy,"['takdir', 'tahun', 'berulang', 'tahun', 'keindahan', 'alam', 'menyejukkan', 'bersejarah', 'sesuai', 'hehe', 'terima', 'kasih', 'tim', 'ici', 'adventure', 'pekanbaru', 'kegiatannya', 'bahagia']"
3445,fear,"[ ,  ,  ,  ,  , 'ngerih', 'bang', 'takut', 'selepet', 'type', 'lekong', 'pilipin']"
3446,happy,"['christine', 'lagarde', 'membagikan', 'momen', 'pasar', 'tanah', 'abang', 'akun', 'twitter', 'lucu', 'salah', 'menulis', 'blusukan', 'blukusan']"
3447,fear,"['membuka', 'bisnis', 'contoh', 'temannya', 'jatuh', 'mr', 'ngeri', 'mendengar', 'cerita', 'temannya', 'bertengkar', 'cekcok', 'istrinya', 'perihal', 'keuangan', 'keluarga', 'kondisi', 'membuatnya', 'ngeri', 'resign', 'bujuk', 'rayu', 'setan']"
3448,happy,"['sukses', 'tiada', 'hnti', 'karyamu', 'kemakmuran', 'negeri', 'met', 'tugas', 'mulia', 'menteri', 'tims', 'barokah']"
3449,anger,"['bisnis', 'makan', 'uang', 'rumah', 'tangga', 'terusan', 'ngegerus', 'stop', 'cari', 'bisnis', 'cari', 'ide', 'ngurangin', 'biaya', 'operasional', 'jualan', 'online', 'abis', 'kerajaan', 'uang', 'rumah', 'tangga', 'disatuin', 'uang', 'bisnis']"
3450,happy,"['dearest',  , 'terimakasih', 'menyediakan', 'tahun', 'mute', 'anin', 'cari', 'butuh', 'sehat', 'murah', 'rezeki', 'ayo', 'semangat', 'garap', 'ensenang', 'your', 'ahead', 'cinta']"
3451,happy,"['humorku', 'sebatas', 'dengar', 'rekaman', 'penipu', 'bank', 'standard', 'chartered', 'dengernya', 'bank', 'pancar', 'bank', 'pancer', 'bank', 'sejahtera', 'ujungnya', 'oh', 'bank', 'rakyat', 'indonesia', 'stanchart', 'bank', 'jakarta', 'lord', 'terbahak-bahak']"
3452,love,"['lee', 'daehwi', 'ku', 'sayang', 'sabar', 'ngehujat', 'support', 'teman', 'wannable', 'asli', 'mendukungmu', 'adik', 'manis']"
3453,sadness,"['sepakat', 'mereduksi', 'kapitalisme', 'sebatas', 'penciptaan', 'lagu', 'cinta', 'kapitalisme', 'dunia', 'musik', 'luas', 'eksploitasi', 'ketidaksetaraan', 'gender', 'kesenjangan', 'produksi']"
3454,anger,"['alay', '_', 'lay', 'ih', 'molo', 'seble', 'menyiram', 'luka', 'pakai', 'air']"
3455,anger,"['zonasi', 'kontroversi', 'bikin', 'sktm', 'mobil', 'terbayang', 'sktm', 'sebentuk', 'doa', 'disegerakan', 'sj', 'pembelajaran', 'buruk', 'anak', 'kejujuran']"
3456,sadness,"['perasaanqu', 'menontoni', 'shooting', 'videoklip', 'tiktok', 'jijik', 'gatahan', 'ikutan', 'goyang', 'jari', 'yawla', 'kuatkan', 'hati', 'hama']"
3457,sadness,"['rs', 'ku', 'lekas', 'sehat', 'mas', 'btw', 'ku', 'canggung', 'chat', 'laki', 'laki', 'tua', 'kabar', 'si', 'mas', 'iccu', 'ku', 'kaget', 'kabar', 'beritanya', 'mendadak', 'drop']"
3458,fear,"['iya', 'mba', 'netijen', 'ig', 'horor', 'mainnya', 'frontal', 'cocok', 'bully', 'pokoknya', 'sepaham', 'dosa']"
3459,happy,"['alhamdulillah', 'listrik', 'nyala', 'warga', 'takziah', 'kediaman', 'almarhum', 'warga', 'wafat', 'terima', 'kasih',  ,  ,  , 'cc',  ,  ]"
3460,love,"['pria', 'jahat', 'istri', 'cantik', 'rumah', 'pergi', 'cari', 'pria', 'istri', 'sayang', 'mati', 'semoga', 'kelak', 'akupun', 'lelaki', 'cintanya', 'cintanya', 'ayahku', 'ibuku', 'trimksh', 'ayah', 'tlah', 'memilih', 'mnjdi', 'istrimu']"
3461,anger,"['ush', 'ganti', 'ganti', 'menyiksa', 'batin', 'axis']"
3462,happy,"[ ,  ,  , 'sukses', 'menteri', 'terimakasih', 'kepedulian', 'masjid', 'majelis', 'taklim', 'bravo']"
3463,love,"['selamat', 'tanggal', 'sayang', 'cie', 'sayang', 'bosan', 'semoga', 'smsm', 'tanggal', 'cinta', 'you']"
3464,fear,"['takutkan', 'mas', 'tumpangi', 'politik', 'dibalut', 'agama', 'bahaya', 'masyarakat', 'sensitif']"
3465,sadness,"['baca', 'komen', 'komen', 'ig', 'via', 'vallen', 'miniatur', 'mentalitas', 'indonesia', 'menyikapi', 'pelecehan', 'seksual', 'verbal', 'fisik']"
3466,sadness,"['hatimu', 'berharap', 'allah', 'timpakan', 'keatas', 'pedihnya', 'pengharapan', 'allah', 'mencemburui', 'hati', 'berharap', 'allah', 'menghalangimu', 'perkara', 'berharap']"
3467,happy,"[ , 'benihbenih', 'cinta', 'pas', 'bicara', 'pakai', 'bahasa', 'indo', 'suka', 'tunggu', 'coba', 'ahgase', 'pas', 'never', 'ever', 'telat', 'ngestan', 'bobrok', 'wkwkwk', 'nonton', 'variety', 'shownya', 'bobroknya', 'mak']"
3468,sadness,"['siang', 'bodoh', 'cafe', 'tempatnya', 'sehari', 'lewatin', 'pulang', 'sore', 'museum', 'macan', 'kirain', 'mah', 'selemparan', 'kolor', 'kantor', 'kostan', 'pacar', 'hahaha', 'ku', 'dodonk']"
3469,fear,"['capai', 'pulang', 'takut', 'hati']"
3470,love,"['warahmatullahi', 'wabarakatuh', 'selamat', 'pagi', 'semoga', 'allah', 'memberkahi', 'jumat', 'menganugerahi', 'kedamaian', 'hati']"
3471,fear,"['ih', 'ngeri', 'beredar', 'foto', 'luna', 'maya', 'suzzanna', 'bikin', 'merinding']"
3472,love,"['dimana', 'tertawa', 'dimana', 'cubit', 'cubitan', 'online', 'dimana', 'merasakan', 'sayang', 'utuh', 'nyentuh', 'separuh', 'kasih']"
3473,sadness,"['orangtua', 'bilang', 'anak', 'besok', 'beli', 'baju', 'kaos', 'pendek', 'beli', 'baju', 'bagus', 'jamiyahan', 'dirumah']"
3474,anger,"[ ,  , 'rasis', 'berbanding', 'lurus', 'govlox', 'anti', 'pancasila', 'kebanyakan', 'govlok', 'rasis', 'ganti', 'presiden', 'silahkan', 'dukung', 'anti', 'pancasila', 'negara', 'berhiaskan', 'rasisme', 'kegovlokan', 'mongo']"
3475,fear,"['allah', 'semoga', 'manusia', 'super', 'hero', 'dpr']"
3476,sadness,"['weh', 'lagu', 'broken', 'cinta', 'instead', 'of', 'perempuan', 'break', 'his', 'heart', 'he', 'don', 'blame', 'himself', 'too', 'salahkan', 'cinta', 'bersalah', 'cinta', 'ketiga', 'perempuan']"
3477,love,"['sayang', 'skz', 'super', 'talented', 'kagetnya', 'masi', 'seumuran', 'memotivasi']"
3478,happy,"['cont', 'belajar', 'prinsip', 'memegang', 'prinsip', 'teguuhh', 'godaan', 'bikin', 'goyah', 'integritas', 'lur', 'senang', 'berteman', 'tipe', 'menghargai', 'belajar', 'dewasa', 'gampang', 'pundung', 'bahagia', 'disetiap', 'wkw', 'karakteristik', 'belajar', 'memahami']"
3479,anger,"[ , 'kompensasi', 'pelanggan', 'kondisi', 'layanan', 'speed', 'jaringan', 'lemot', 'kewajiban', 'tagihan', 'dibayar', 'waktu',  ]"
3480,sadness,"['atm', 'antriannya', 'lumayan', 'antri', 'bawa', 'anaknya', 'sa', 'ngecek', 'saldo', 'si', 'anak', 'ngintip', 'ngintip', 'ibunya', 'tadu', 'mama', 'mama', 'enam', 'ribu', 'diambil', 'bathin', 'teriris', 'mental', 'cidera', 'serius']"
3481,sadness,"['aing', 'pusing', 'gegara', 'skripsi', 'mikir', 'proposal', 'liburan', 'barusan', 'liburan', 'sambat', 'apa-apa', 'twitter']"
3482,sadness,"['sulit', 'menerima', 'kenyataan', 'menganggap', 'berinteraksi', 'golongan', 'golongan', 'mempelajari', 'utuh', 'mengklaim']"
3483,sadness,"['rajin', 'sholat', 'pintar', 'masak', 'gimana', 'cepat', 'ketemuan', 'cowok', 'gebetannya', 'umm', 'mas', 'mas', 'lebay', 'mbatin']"
3484,happy,"['anak', 'laki', 'care', 'memperhatikan', 'pakai', 'ceritain', 'tuyul', 'ujug', 'tuyul']"
3485,sadness,"['song', 'of', 'today', 'salah', 'hina', 'maafkanlah', 'tersakiti', 'kulewati', 'batas', 'melukai', 'tuk']"
3486,happy,"['kantoran', 'malang', 'rejeki', 'seksi', 'sibuk', 'teman', 'teman', 'mudik', 'malang', 'setaun', 'mesti', 'pulang', 'rejeki', 'rejeki', 'susah', 'dinilai', 'pakai', 'nominal', 'gaji', 'segede', 'apapun', 'alhamdulillah']"
3487,anger,"['musuhmu', 'biang', 'keroknya', 'pelajari', 'dalami', 'menuduh', 'fitnah', 'namanya', 'dirimu', 'bukti', 'tampilkan', 'permukaan', 'menilai', 'asumsi']"
3488,fear,"['takfiri', 'allah', 'engkau', 'rabb', 'bersandar', 'pertolongan', 'berlepas', 'mempersekutukanmu', 'apapun']"
3489,love,"['meneriakkan', 'namamu', 'deras', 'hujan', 'memandangmu', 'kejauhan', 'berdoa', 'hening', 'malam', 'cinta', 'diam', 'kupertahankan']"
